### Overall table containing GO terms and expression data
#OG_name = Ortholog ID
#iso_names = transcript IDs
#Topblasteval = e-value of top blast hit
#TopblastACC = accession number of top blast hit
#GO_ID = annotated GO-term IDs
#GO_desc = annotated GO-term descriptions
#best_hits_desc	= blast hit descriptions
#Drosophila_gene_names = Drosophila ortholog(s)
#WB_convergent = convergent expression in whole body samples. 1 = YES, 0 = NO 
#RT_convergent = convergent expression in reproductive tract samples. 1 = YES, 0 = NO 
#LG_convergent = convergent expression in leg samples. 1 = YES, 0 = NO 
#exp_in_WB = expressed in whole body samples
#exp_in_RT = expressed in reproductive tract samples	
#exp_in_LG = expressed in leg samples samples
#WB_overall_eff_FDR	= FDR for the effect of reproductive mode from EdgeR in whole-body samples (see ms) 
#WB_rep_mode_by_sppair_FDR	= FDR for the species-pair by reproductive mode interaction from EdgeR in whole-body samples (see ms) 
#WB_Tbi-Tte_logFC = log2 fold change between sex-asex pair Timema bartmani-Timema tahoe	in whole-body samples
#WB_Tce-Tms_logFC = log2 fold change between sex-asex pair Timema cristinae-Timema monikensis in whole-body samples
#WB_Tcm-Tsi_logFC = log2 fold change between sex-asex pair Timema poppensis-Timema douglasi	in whole-body samples
#WB_Tpa-Tge_logFC = log2 fold change between sex-asex pair Timema californicum-Timema shepardi in whole-body samples	
#WB_Tps-Tdi_logFC = log2 fold change between sex-asex pair Timema podura-Timema genevievae in whole-body samples
#RT_overall_eff_FDR	= FDR for the effect of reproductive mode from EdgeR in reproductive tract samples (see ms) 
#RT_rep_mode_by_sppair_FDR	= FDR for the species-pair by reproductive mode interaction from EdgeR in reproductive tract samples (see ms) 
#RT_Tbi-Tte_logFC = log2 fold change between sex-asex pair Timema bartmani-Timema tahoe	in reproductive tract samples
#RT_Tce-Tms_logFC = log2 fold change between sex-asex pair Timema cristinae-Timema monikensis in reproductive tract samples
#RT_Tcm-Tsi_logFC = log2 fold change between sex-asex pair Timema poppensis-Timema douglasi	in reproductive tract samples
#RT_Tpa-Tge_logFC = log2 fold change between sex-asex pair Timema californicum-Timema shepardi in reproductive tract samples	
#RT_Tps-Tdi_logFC = log2 fold change between sex-asex pair Timema podura-Timema genevievae in reproductive tract samples
#LG_overall_eff_FDR	= FDR for the effect of reproductive mode from EdgeR in leg samples (see ms) 
#LG_rep_mode_by_sppair_FDR	= FDR for the species-pair by reproductive mode interaction from EdgeR in leg samples (see ms) 
#LG_Tbi-Tte_logFC = log2 fold change between sex-asex pair Timema bartmani-Timema tahoe	in leg samples
#LG_Tce-Tms_logFC = log2 fold change between sex-asex pair Timema cristinae-Timema monikensis in leg samples
#LG_Tcm-Tsi_logFC = log2 fold change between sex-asex pair Timema poppensis-Timema douglasi	in leg samples
#LG_Tpa-Tge_logFC = log2 fold change between sex-asex pair Timema californicum-Timema shepardi in leg samples	
#LG_Tps-Tdi_logFC = log2 fold change between sex-asex pair Timema podura-Timema genevievae in leg samples
OG_name	iso_names	Topblasteval	TopblastACC	GO_ID	GO_desc	best_hits_desc	Drosophila_gene_names	WB_convergent	RT_convergent	LG_convergent	exp_in_WB	exp_in_RT	exp_in_LG	WB_overall_eff_FDR	WB_rep_mode_by_sppair_FDR	WB_Tbi-Tte_logFC	WB_Tce-Tms_logFC	WB_Tcm-Tsi_logFC	WB_Tpa-Tge_logFC	WB_Tps-Tdi_logFC	RT_overall_eff_FDR	RT_rep_mode_by_sppair_FDR	RT_Tbi-Tte_logFC	RT_Tce-Tms_logFC	RT_Tcm-Tsi_logFC	RT_Tpa-Tge_logFC	RT_Tps-Tdi_logFC	LG_overall_eff_FDR	LG_rep_mode_by_sppair_FDR	LG_Tbi-Tte_logFC	LG_Tce-Tms_logFC	LG_Tcm-Tsi_logFC	LG_Tpa-Tge_logFC	LG_Tps-Tdi_logFC
OG-1933	Tbi_TRINITY_DN71278_c5_g22_i1;Tte_TRINITY_DN50912_c0_g1_i1;Tce_TRINITY_DN70576_c0_g1_i2;Tms_TRINITY_DN31633_c8_g2_i3;Tcm_TRINITY_DN101010_c2_g1_i3;Tsi_TRINITY_DN31776_c9_g15_i4;Tpa_TRINITY_DN138727_c9_g8_i2;Tge_TRINITY_DN31442_c0_g2_i1;Tps_TRINITY_DN90486_c8_g1_i1;Tdi_TRINITY_DN22682_c0_g1_i1	NA	NA	NA	NA	NA	NA	0	0	0	1	1	1	0.428856016	0.488958943	0.306564315	-0.193474093	-0.021201345	0.439598043	0.705227911	0.88619416	0.523560196	0.165021193	-0.448661516	0.042512611	-0.026944179	0.11659563	0.129242504	0.01036722	0.173750635	-0.356873232	-0.587824365	0.0108968	-0.114115493
OG-1934	Tbi_TRINITY_DN47944_c0_g1_i1;Tte_TRINITY_DN17548_c0_g2_i1;Tce_TRINITY_DN85269_c0_g1_i1;Tms_TRINITY_DN11386_c0_g2_i1;Tcm_TRINITY_DN118076_c0_g1_i1;Tsi_TRINITY_DN4199_c0_g1_i1;Tpa_TRINITY_DN108810_c0_g1_i1;Tge_TRINITY_DN7177_c0_g1_i1;Tps_TRINITY_DN71273_c0_g1_i1;Tdi_TRINITY_DN22485_c0_g1_i1	1.20E-66	NP_731826.1;AAM49870.1;AAF54964.2;CAA44503.1	GO:0000184;GO:0000381;GO:0001745;GO:0006406;GO:0007298;GO:0007319;GO:0007411;GO:0008069;GO:0010906;GO:0016325;GO:0019233;GO:0030720;GO:0033119;GO:0036099;GO:0045451;GO:0045727;GO:0046331;GO:0048864	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;regulation of alternative mRNA splicing, via spliceosome;compound eye morphogenesis;mRNA export from nucleus;border follicle cell migration;negative regulation of oskar mRNA translation;axon guidance;dorsal/ventral axis specification, ovarian follicular epithelium;regulation of glucose metabolic process;oocyte microtubule cytoskeleton organization;sensory perception of pain;oocyte localization involved in germarium-derived egg chamber formation;negative regulation of RNA splicing;female germ-line stem cell population maintenance;pole plasm oskar mRNA localization;positive regulation of translation;lateral inhibition;stem cell development"	squid;hrp40.1;LD09691p;LD29474p;RNA-binding protein squid Heterogeneous nuclear ribonucleoprotein 40 Short=HNRNP 40;RNA-binding protein 6;RNA-binding protein Musashi homolog Rbp6;RE25373p;heterogeneous nuclear ribonucleoprotein at 27C;Heterogeneous nuclear ribonucleoprotein 27C Short=Hrb27-C HRP48.1 hnRNP 48;LD46853p;GH26816p;heterogeneous nuclear ribonucleoprotein;heterogeneous nuclear ribonucleoprotein at 98DE;nuclear ribonucleoprotein;LD38464p	Hrb27C;sqd;Hrb98DE;Rbp6	0	0	0	1	1	1	0.874732168	0.441678799	-0.350413643	0.028536809	-0.035437377	0.292965545	0.295022685	0.105578072	0.350643489	0.317673044	0.023857074	0.306376912	0.870016053	0.009707212	0.861213972	0.853910051	-0.108739735	0.165346152	-0.052175143	0.031176097	-0.18342063
OG-1935	Tbi_TRINITY_DN63800_c0_g2_i4;Tte_TRINITY_DN23572_c0_g6_i1;Tce_TRINITY_DN91617_c0_g1_i1;Tms_TRINITY_DN3679_c0_g1_i1;Tcm_TRINITY_DN99866_c0_g1_i1;Tsi_TRINITY_DN31178_c0_g1_i1;Tpa_TRINITY_DN129780_c0_g2_i2;Tge_TRINITY_DN79996_c0_g1_i1;Tps_TRINITY_DN83869_c0_g1_i1;Tdi_TRINITY_DN17776_c0_g1_i1	4.20E-41	AAL29175.1;AAF47400.1;NP_612046.1;Q9W0P3.1	GO:0006357	regulation of transcription from RNA polymerase II promoter	mediator complex subunit 30;Mediator of RNA polymerase II transcription subunit 30 Mediator complex subunit 30 dMED20 dTRAP25;SD10560p	MED30	0	0	0	1	1	1	0.508925438	0.555243124	-0.378857366	-0.039217691	0.34117842	-0.558135009	-0.739543868	0.769178922	0.001046438	-0.298627156	-0.593455584	1.310373743	-0.736183884	-0.056291602	0.671558343	0.000153062	-0.321263396	0.26879012	0.917505426	-1.429956503	-0.213988885
OG-1936	Tbi_TRINITY_DN58285_c0_g1_i1;Tte_TRINITY_DN31637_c0_g1_i1;Tce_TRINITY_DN36777_c0_g1_i1;Tms_TRINITY_DN31944_c0_g1_i1;Tcm_TRINITY_DN90478_c0_g1_i1;Tsi_TRINITY_DN52722_c0_g1_i1;Tpa_TRINITY_DN128413_c0_g1_i1;Tge_TRINITY_DN41704_c0_g1_i1;Tps_TRINITY_DN78024_c0_g1_i1;Tdi_TRINITY_DN3615_c0_g1_i1	5.20E-134	NP_001033899.1;NP_001245961.1;AFH03635.1;Q94920.3;AAF53022.1;NP_476813.1;NP_599110.1;NP_001260365.1;AAC02635.1;AAN10766.1;AGB92900.1;CAA04370.1;AAL47980.1;ABC86309.1;ABC65894.1	GO:0006839;GO:0007291;GO:0007602;GO:0019233;GO:0030382;GO:0044070;GO:0045494;GO:0098656;GO:1902017	mitochondrial transport;sperm individualization;phototransduction;sensory perception of pain;sperm mitochondrion organization;regulation of anion transport;photoreceptor cell maintenance;anion transmembrane transport;regulation of cilium assembly	porin;Voltage-dependent anion-selective channel DmVDAC Porin;voltage dependent anion-selective channel;mitochondrial porin transcript 1;GH11331p;IP15876p;mitochondrial porin;2210287Aporin;Porin2;GH26960p;voltage-dependent anion-selective channel protein 2;CG17140;MIP04751p;CG17139	porin;Porin2;CG17140;CG17139	0	0	0	1	1	1	0.869791843	0.736099344	-0.176225442	-0.007637328	0.053872766	-0.296131279	0.181097237	0.532394474	0.523560196	0.090224312	-0.046669124	0.321916221	0.385399312	-0.195297109	0.116783117	0.43307105	0.122208889	-0.383593876	-0.403973078	-0.09140701	-0.249952361
OG-1937	Tbi_TRINITY_DN55891_c0_g1_i1;Tte_TRINITY_DN40424_c0_g1_i1;Tce_TRINITY_DN103106_c0_g2_i4;Tms_TRINITY_DN16861_c0_g1_i1;Tcm_TRINITY_DN103051_c0_g2_i1;Tsi_TRINITY_DN26496_c0_g1_i2;Tpa_TRINITY_DN139393_c0_g2_i5;Tge_TRINITY_DN36876_c0_g1_i1;Tps_TRINITY_DN90654_c0_g1_i2;Tdi_TRINITY_DN785_c0_g2_i1	8.60E-06	NP_001284855.1;AHN59326.1	GO:0001558;GO:0001746;GO:0007156;GO:0007413;GO:0007414;GO:0007614;GO:0007629;GO:0007638;GO:0008039;GO:0008045;GO:0008355;GO:0008360;GO:0008582;GO:0016199;GO:0016319;GO:0019233;GO:0030537;GO:0035158;GO:0042059;GO:0045467;GO:0046331;GO:0048149;GO:0048167;GO:0048803;GO:0048814;GO:0070593;GO:0072499;GO:0072553;GO:1904800	"regulation of cell growth;Bolwig's organ morphogenesis;homophilic cell adhesion via plasma membrane adhesion molecules;axonal fasciculation;axonal defasciculation;short-term memory;flight behavior;mechanosensory behavior;synaptic target recognition;motor neuron axon guidance;olfactory learning;regulation of cell shape;regulation of synaptic growth at neuromuscular junction;axon midline choice point recognition;mushroom body development;sensory perception of pain;larval behavior;regulation of tube diameter, open tracheal system;negative regulation of epidermal growth factor receptor signaling pathway;R7 cell development;lateral inhibition;behavioral response to ethanol;regulation of synaptic plasticity;imaginal disc-derived male genitalia morphogenesis;regulation of dendrite morphogenesis;dendrite self-avoidance;photoreceptor cell axon guidance;terminal button organization;negative regulation of neuron remodeling"	fasciclin 2;Fasciclin-2 Fasciclin II Short=FAS II Flags: Precursor;fasciclin II;GH15080p;turtle protein;turtle;down syndrome cell adhesion molecule 2	Fas2;Dscam2;tutl	0	1	0	1	1	1	0.958590719	0.263921963	-0.261045471	0.024586752	0.749446249	-0.134465856	-0.25178436	0.002983023	0.279088085	0.620962279	1.055721408	0.249182599	1.434378993	0.24430399	0.055728575	0.023601502	0.102636909	-0.596207087	-0.515196348	-1.141721165	0.313992077
OG-1938	Tbi_TRINITY_DN34435_c0_g1_i1;Tte_TRINITY_DN64390_c0_g1_i1;Tce_TRINITY_DN100312_c0_g1_i1;Tms_TRINITY_DN10379_c0_g2_i1;Tcm_TRINITY_DN99841_c4_g1_i1;Tsi_TRINITY_DN13483_c0_g1_i1;Tpa_TRINITY_DN135181_c0_g2_i2;Tge_TRINITY_DN47335_c2_g4_i2;Tps_TRINITY_DN85749_c0_g1_i2;Tdi_TRINITY_DN33261_c0_g1_i1	1.10E-141	AAM49841.1;ACU30166.1;AGB92882.1;AAF52940.2;NP_477379.1;NP_001260347.1;AAC32928.1	GO:0006909;GO:0022008	phagocytosis;neurogenesis	ntronic protein 259;GM13959p;RH14272p	Ip259	0	0	0	1	1	1	0.874822386	0.000669405	-1.032547857	0.308043702	0.524464466	-0.079143673	0.029136439	0.534826294	0.461442638	-0.138176319	0.567706889	0.12067572	0.360016498	-0.209533091	0.412085479	0.069089076	-0.182741272	0.173899254	0.347271137	-0.271703496	0.435592096
OG-1939	Tbi_TRINITY_DN71175_c4_g1_i3;Tte_TRINITY_DN30541_c0_g1_i1;Tce_TRINITY_DN98077_c2_g1_i2;Tms_TRINITY_DN17469_c0_g1_i1;Tcm_TRINITY_DN90878_c0_g1_i1;Tsi_TRINITY_DN593_c0_g1_i1;Tpa_TRINITY_DN116945_c0_g1_i1;Tge_TRINITY_DN41732_c0_g1_i1;Tps_TRINITY_DN70882_c0_g2_i1;Tdi_TRINITY_DN66056_c0_g1_i1	1.60E-121	AAF54183.1;AAL48794.1;NP_001262365.1;AGB95747.1;NP_649762.1	GO:0008152;GO:0022008	metabolic process;neurogenesis	CG10903;RE22146p	CG10903	0	0	0	1	1	1	0.865244678	0.162273842	-0.603314026	0.113364153	0.070205665	0.01805834	0.16256858	0.06979032	0.455995141	0.230434197	0.339881177	0.300384435	0.919648777	0.016190223	0.078327344	0.160121353	0.342094394	0.162527271	0.049371117	-0.121365505	0.55490248
OG-194	Tbi_TRINITY_DN59518_c0_g1_i1;Tte_TRINITY_DN28990_c0_g2_i1;Tce_TRINITY_DN96758_c0_g1_i1;Tms_TRINITY_DN31122_c0_g2_i1;Tcm_TRINITY_DN105477_c0_g2_i1;Tsi_TRINITY_DN18904_c0_g1_i1;Tpa_TRINITY_DN142142_c0_g2_i1;Tge_TRINITY_DN47438_c0_g1_i1;Tps_TRINITY_DN92490_c0_g1_i2;Tdi_TRINITY_DN25479_c0_g1_i1	0.00E+00	AAM50026.1;NP_001246109.1;NP_001246108.1;O18388.2;AFH03782.1;NP_001246111.1;AFH03783.1;NP_001246110.1;AAF34680.1;NP_477496.1;AFH03784.1;AFH03785.1;AAF53918.1	GO:0000059;GO:0006607;GO:0007015;GO:0007067;GO:0007304;GO:0008360;GO:0048731;GO:0051533	"protein import into nucleus, docking;NLS-bearing protein import into nucleus;actin filament organization;mitotic nuclear division;chorion-containing eggshell formation;regulation of cell shape;system development;positive regulation of NFAT protein import into nucleus"	female sterile (2) ketel;Importin subunit beta Karyopherin subunit beta Protein ketel;AF222745_1importin beta;SD08803p;CG8219;transportin;FI21453p1	Fs(2)Ket;Trn;CG8219	0	0	0	1	1	1	0.53168728	0.745268466	0.337142746	-0.118770426	0.02208905	0.462115048	0.192665314	0.546211731	0.120343515	-0.816681585	0.127543345	-0.245696438	0.251784311	0.065957084	0.608163534	0.011943108	-0.414205738	-0.056319686	0.487165138	0.731710384	-0.305374816
OG-1940	Tbi_TRINITY_DN60421_c0_g1_i2;Tte_TRINITY_DN15714_c0_g1_i1;Tce_TRINITY_DN88068_c0_g1_i2;Tms_TRINITY_DN19508_c0_g1_i1;Tcm_TRINITY_DN98424_c0_g1_i1;Tsi_TRINITY_DN14508_c0_g1_i2;Tpa_TRINITY_DN135706_c0_g2_i2;Tge_TRINITY_DN39734_c0_g1_i2;Tps_TRINITY_DN88290_c0_g1_i3;Tdi_TRINITY_DN19127_c0_g1_i1	3.00E-100	AAF16622.1;AAF28338.1	GO:0016226	iron-sulfur cluster assembly	"AF213379_1r10h10-like protein TO42;TO42;CG32500;CG33502;NFU1 iron-sulfur cluster scaffold homolog, mitochondrial Flags: Precursor;RH16335p;CG32857"	CG33502;CG32857;CG32500	0	0	0	1	1	1	0.505138716	0.461895639	0.598309304	0.250795003	-0.011348129	-0.174483035	0.180940979	0.561620331	0.017256503	0.503542638	-0.148393438	0.323651399	-0.33005097	0.009026404	0.222411296	2.99E-07	0.614054905	0.252484097	-0.185125241	-1.301194124	-0.377170618
OG-1941	Tbi_TRINITY_DN71398_c5_g1_i2;Tte_TRINITY_DN24259_c0_g2_i1;Tce_TRINITY_DN103668_c0_g1_i1;Tms_TRINITY_DN30253_c0_g1_i1;Tcm_TRINITY_DN95450_c0_g1_i2;Tsi_TRINITY_DN21418_c0_g1_i2;Tpa_TRINITY_DN135609_c1_g1_i1;Tge_TRINITY_DN47154_c1_g2_i3;Tps_TRINITY_DN91792_c1_g1_i2;Tdi_TRINITY_DN29614_c0_g2_i1	7.10E-74	AAF45700.1;AAL28663.1;CAA15685.1;NP_569965.1	NA	NA	CG3587;EG:39E1.2;LD09945p	NA	0	0	0	1	1	1	0.584543824	0.418731203	-0.317846153	-0.528678882	0.168794639	0.086332321	-0.076778268	0.410992343	0.459491488	-0.227847942	-0.196125432	0.197504368	-0.078898323	-0.173573809	0.132629212	0.580174087	-0.139911586	-0.432542655	0.061483075	-0.210491353	-0.18162526
OG-1942	Tbi_TRINITY_DN4663_c0_g1_i1;Tte_TRINITY_DN20031_c0_g1_i1;Tce_TRINITY_DN97800_c0_g1_i1;Tms_TRINITY_DN11984_c0_g1_i1;Tcm_TRINITY_DN102066_c0_g1_i1;Tsi_TRINITY_DN987_c0_g1_i1;Tpa_TRINITY_DN131858_c0_g1_i1;Tge_TRINITY_DN45666_c0_g1_i1;Tps_TRINITY_DN66830_c0_g1_i1;Tdi_TRINITY_DN52961_c0_g1_i1	3.80E-74	AAL49084.1;NP_524363.3;Q9VF89.1;AAM48464.1;AAF55172.2	GO:0032543	mitochondrial translation	"mitochondrial ribosomal protein L9;39S ribosomal protein L9, mitochondrial Short=L9mt Short=MRP-L9 Flags: Precursor;RE54270p;RH43654p"	mRpL9	0	0	1	1	1	1	0.647171003	0.461233062	-0.235370238	-0.412241544	-0.313418386	-0.001964335	0.318878301	0.794260432	0.016929435	-0.020111315	-1.254868878	0.144653651	0.783654149	-0.090319822	0.001009966	0.536545098	-0.249281434	-0.499209127	-0.603413896	-0.276994634	-0.16790037
OG-1943	Tbi_TRINITY_DN44581_c0_g1_i1;Tte_TRINITY_DN43897_c0_g1_i1;Tce_TRINITY_DN88643_c0_g1_i1;Tms_TRINITY_DN273_c0_g2_i1;Tcm_TRINITY_DN104296_c0_g1_i3;Tsi_TRINITY_DN4108_c0_g1_i1;Tpa_TRINITY_DN130179_c0_g1_i1;Tge_TRINITY_DN40192_c0_g2_i2;Tps_TRINITY_DN84906_c0_g1_i1;Tdi_TRINITY_DN31164_c0_g1_i1	1.90E-46	ADN05221.1	GO:0001746;GO:0007157;GO:0007415;GO:0008045;GO:0016198;GO:0016201	Bolwig's organ morphogenesis;heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules;defasciculation of motor neuron axon;motor neuron axon guidance;axon choice point recognition;synaptic target inhibition	RT09993p;beat-IIIb;beat-IIIa;beat-IIIc;RE14414p;IP02485p;beaten path precursor;beaten path Ia;FI23920p1;beaten path Ic;AF325712_1beaten path Ic;GH22661p;beat-IV;GH12267p;beaten path Ib;AF325711_1beaten path Ib;FI02157p;beat-Va;IP01704p;beat-Vb;GH08468p;beat-Vc	beat-Ia;beat-Ic;beat-IIIc;beat-Ib;beat-Va;beat-IIIb;beat-Vb;beat-IV;beat-IIIa;beat-Vc	0	0	0	1	1	1	0.63163813	0.026723902	-0.107826609	0.510378394	0.549896463	-0.820699938	0.618596026	0.256488292	1.00E-23	-0.241341234	3.60927941	1.71520443	-2.620235803	-0.840023241	0.001100997	0.012190138	-0.253939333	0.230658721	0.90440808	0.459977911	0.838095877
OG-1945	Tbi_TRINITY_DN47629_c0_g1_i1;Tte_TRINITY_DN6775_c0_g1_i1;Tce_TRINITY_DN105882_c3_g2_i1;Tms_TRINITY_DN31621_c13_g18_i2;Tcm_TRINITY_DN98863_c0_g1_i1;Tsi_TRINITY_DN16848_c0_g1_i1;Tpa_TRINITY_DN130567_c0_g2_i2;Tge_TRINITY_DN48068_c8_g14_i1;Tps_TRINITY_DN25999_c0_g1_i1;Tdi_TRINITY_DN4365_c0_g2_i1	1.00E-162	NP_477005.1;AGB92414.1;NP_001259877.1;AAB38521.1;P48603.1;AAL39974.1;AAF51349.1	GO:0000902;GO:0007015;GO:0007018;GO:0007298;GO:0007303;GO:0010591;GO:0035220;GO:0045887;GO:0046329;GO:0051016;GO:0051490	"cell morphogenesis;actin filament organization;microtubule-based movement;border follicle cell migration;cytoplasmic transport, nurse cell to oocyte;regulation of lamellipodium assembly;wing disc development;positive regulation of synaptic growth at neuromuscular junction;negative regulation of JNK cascade;barbed-end actin filament capping;negative regulation of filopodium assembly"	capping protein beta;F-actin-capping protein subunit beta;SD07714p	cpb	1	0	0	1	1	1	0.043772307	0.321447678	0.451264523	0.196810884	0.395695046	0.266492336	-0.098591098	0.912873416	0.525875732	0.141664155	0.329896946	-0.101046112	-0.446415586	-0.041816249	0.242359409	0.35374389	0.283858282	-0.604910048	0.222095655	0.309131193	0.237012168
OG-1946	Tbi_TRINITY_DN59237_c0_g2_i2;Tte_TRINITY_DN13774_c0_g1_i1;Tce_TRINITY_DN57699_c0_g2_i2;Tms_TRINITY_DN21182_c0_g1_i2;Tcm_TRINITY_DN97453_c0_g1_i3;Tsi_TRINITY_DN29224_c0_g2_i5;Tpa_TRINITY_DN118665_c0_g2_i2;Tge_TRINITY_DN42876_c0_g1_i2;Tps_TRINITY_DN84127_c0_g1_i3;Tdi_TRINITY_DN28348_c0_g1_i3	1.40E-25	NP_648313.1;AAF50269.1;AAM50773.1	GO:0006909;GO:0045466;GO:0045893;GO:0046331;GO:0051726	"phagocytosis;R7 cell differentiation;positive regulation of transcription, DNA-templated;lateral inhibition;regulation of cell cycle"	nuclear factor Y-box A;LD21748p	Nf-YA	0	0	0	1	1	1	0.894098241	0.229411294	0.143998036	-0.09527925	0.403796267	-0.069924539	-0.56979819	0.650712588	0.184793918	-0.132206593	0.460022289	0.497537743	0.090479998	-0.426804864	0.591261371	0.252931766	0.525246456	0.020198677	-0.000861894	-0.783018176	-0.493660065
OG-1947	Tbi_TRINITY_DN29379_c0_g1_i1;Tte_TRINITY_DN48063_c0_g1_i1;Tce_TRINITY_DN82720_c0_g1_i1;Tms_TRINITY_DN20105_c0_g1_i1;Tcm_TRINITY_DN29452_c0_g1_i1;Tsi_TRINITY_DN59666_c0_g1_i1;Tpa_TRINITY_DN129592_c0_g2_i1;Tge_TRINITY_DN27709_c0_g1_i1;Tps_TRINITY_DN88501_c0_g1_i1;Tdi_TRINITY_DN46862_c0_g1_i1	7.10E-134	Q9VN50.1;AAM50832.1;NP_649489.1;AAF52101.1	GO:0006413;GO:0007095;GO:0007281;GO:0016579;GO:0022008;GO:0035071;GO:0036099;GO:0043161;GO:0045747;GO:0046331;GO:0048140;GO:0050821	translational initiation;mitotic G2 DNA damage checkpoint;germ cell development;protein deubiquitination;neurogenesis;salivary gland cell autophagic cell death;female germ-line stem cell population maintenance;proteasome-mediated ubiquitin-dependent protein catabolic process;positive regulation of Notch signaling pathway;lateral inhibition;male germ-line cyst encapsulation;protein stabilization	CG9769;Eukaryotic translation initiation factor 3 subunit F-1 Short=eIF3f-1 Eukaryotic translation initiation factor 3 subunit 5-1;LD47792p;CG8335;FI19324p1;regulatory particle non-ATPase 8;26S proteasome non-ATPase regulatory subunit 7 26S proteasome regulatory subunit RPN8 26S proteasome regulatory subunit S12 Proteasome subunit p39B Proteasome subunit p40 Protein Mov34;AT07973p;COP9 signalosome complex subunit 6 Short=Dch6 Short=Signalosome subunit 6;COP9 signalosome subunit 6;RE71054p;eukaryotic initiation factor 3 p40 subunit;Eukaryotic translation initiation factor 3 subunit H Short=eIF3h Eukaryotic translation initiation factor 3 subunit 3;LD05882p	Rpn8;CSN6;eIF-3p40;CG9769;CG8335	0	0	0	1	1	1	0.958420806	0.189769274	-0.498356663	0.121334422	-0.038399856	0.101235795	0.242761379	0.124836492	0.184244921	-0.13864617	0.42402125	0.281816962	0.546400859	-0.063687024	0.715722755	0.061473865	-0.557133301	0.111487065	0.001420395	-0.061568734	0.258489616
OG-1948	Tbi_TRINITY_DN37912_c0_g1_i1;Tte_TRINITY_DN5736_c0_g2_i1;Tce_TRINITY_DN107573_c1_g3_i1;Tms_TRINITY_DN27924_c1_g1_i1;Tcm_TRINITY_DN104371_c0_g8_i1;Tsi_TRINITY_DN21549_c0_g1_i1;Tpa_TRINITY_DN132642_c6_g3_i2;Tge_TRINITY_DN22620_c0_g2_i1;Tps_TRINITY_DN51062_c0_g2_i1;Tdi_TRINITY_DN28514_c0_g3_i1	1.10E-37	NP_609366.2;AAF52894.2	NA	NA	CG4957;CG31244;MIP05121p	CG31244;CG4957	0	0	1	1	1	1	0.505938578	0.056860896	0.004335527	-0.248758968	-0.814593765	0.196435747	0.113544436	0.712842227	0.257578249	0.008210558	-0.324603163	-0.110922444	0.620003672	0.193584572	0.02224579	0.206231028	-0.102803034	-0.267818968	-0.683467449	-0.588628257	0.040656406
OG-1949	Tbi_TRINITY_DN71282_c4_g14_i3;Tte_TRINITY_DN17749_c0_g1_i1;Tce_TRINITY_DN84420_c0_g1_i1;Tms_TRINITY_DN11244_c0_g1_i1;Tcm_TRINITY_DN97685_c0_g1_i1;Tsi_TRINITY_DN32079_c0_g6_i1;Tpa_TRINITY_DN130031_c0_g2_i1;Tge_TRINITY_DN44794_c0_g1_i1;Tps_TRINITY_DN86557_c0_g1_i1;Tdi_TRINITY_DN3396_c0_g1_i1	1.70E-142	AAN09406.1;AAN09407.1;AAL28334.1;AAF48602.1;AHN59795.1;NP_573122.1;NP_727972.1;NP_001285325.1;NP_727973.1	GO:0015672	monovalent inorganic cation transport	CG4239;GH25683p;CG33061	CG4239;CG33061	0	0	0	1	1	1	0.977950087	0.786846132	0.401543592	0.097954198	-0.258348013	-0.297232767	0.141293481	9.98E-08	2.65E-11	0.7296393	-0.141289929	0.338854545	1.881381539	0.041882899	0.381444914	0.034846132	0.112243389	-0.401663065	-0.915927397	0.430784539	-0.088161593
OG-195	Tbi_TRINITY_DN65198_c0_g1_i1;Tte_TRINITY_DN11243_c0_g1_i1;Tce_TRINITY_DN95591_c0_g1_i1;Tms_TRINITY_DN25223_c0_g1_i2;Tcm_TRINITY_DN105144_c0_g2_i1;Tsi_TRINITY_DN444_c0_g1_i1;Tpa_TRINITY_DN140871_c0_g2_i1;Tge_TRINITY_DN47789_c11_g1_i1;Tps_TRINITY_DN92443_c0_g1_i4;Tdi_TRINITY_DN23034_c0_g1_i1	2.60E-52	AAV37017.1	GO:0006974;GO:0007398;GO:0007411;GO:0007418;GO:0007419;GO:0007420;GO:0007628;GO:0010508;GO:0030308;GO:0030334;GO:0032869;GO:0035225;GO:0045088;GO:0045944;GO:0048477;GO:0051726;GO:0060438;GO:0071456	cellular response to DNA damage stimulus;ectoderm development;axon guidance;ventral midline development;ventral cord development;brain development;adult walking behavior;positive regulation of autophagy;negative regulation of cell growth;regulation of cell migration;cellular response to insulin stimulus;determination of genital disc primordium;regulation of innate immune response;positive regulation of transcription from RNA polymerase II promoter;oogenesis;regulation of cell cycle;trachea development;cellular response to hypoxia	GH16921p;Protein similar;similar;single-minded;RE54280p;trachealess;FI17826p1	sim;sima	0	0	0	1	1	1	0.575266597	0.038353924	0.46113649	0.104704573	0.112673795	-1.47632735	-0.395455157	0.544714701	0.06466747	-0.061792487	0.787183689	-0.681554119	-0.855215928	-0.001103115	0.058401887	0.003703973	0.55659344	-0.402678195	-1.010557755	-0.038899155	-0.762780272
